State,District,Year,Month,Rainfall_mm,Temperature_C,Humidity
Uttar Pradesh,Kanpur,2015,11,29.02,33.23,62.12
Uttar Pradesh,Kanpur,2015,12,65.27,18.81,54.49
Uttar Pradesh,Kanpur,2016,1,44.93,20.0,77.72
Uttar Pradesh,Kanpur,2016,2,24.26,16.85,71.66
Uttar Pradesh,Kanpur,2016,3,24.04,30.48,56.99
Uttar Pradesh,Kanpur,2016,4,31.52,30.9,54.14
Uttar Pradesh,Kanpur,2016,5,16.2,31.48,53.08
Uttar Pradesh,Kanpur,2016,6,146.18,36.41,61.14
Uttar Pradesh,Kanpur,2016,7,104.86,34.03,50.98
Uttar Pradesh,Kanpur,2016,8,239.52,26.78,76.0
Uttar Pradesh,Kanpur,2016,9,177.77,25.18,57.14
Uttar Pradesh,Kanpur,2016,10,44.37,30.86,80.91
Uttar Pradesh,Kanpur,2016,11,16.26,23.82,50.29
Uttar Pradesh,Kanpur,2016,12,35.66,24.96,61.53
Uttar Pradesh,Kanpur,2017,1,21.8,23.1,69.03
Uttar Pradesh,Kanpur,2017,2,23.96,22.53,78.07
Uttar Pradesh,Kanpur,2017,3,39.17,25.47,74.23
Uttar Pradesh,Kanpur,2017,4,3.6,40.82,44.16
Uttar Pradesh,Kanpur,2017,5,27.81,28.7,43.57
Uttar Pradesh,Kanpur,2017,6,286.4,34.34,53.19
Uttar Pradesh,Kanpur,2017,7,271.7,24.18,81.22
Uttar Pradesh,Kanpur,2017,8,145.82,24.67,63.42
Uttar Pradesh,Kanpur,2017,9,146.36,21.38,42.35
Uttar Pradesh,Kanpur,2017,10,55.82,31.76,82.92
Uttar Pradesh,Kanpur,2017,11,75.91,22.64,64.66
Uttar Pradesh,Kanpur,2017,12,75.94,23.63,50.63
Uttar Pradesh,Kanpur,2018,1,66.54,14.54,72.06
Uttar Pradesh,Kanpur,2018,2,2.7,13.32,76.78
Uttar Pradesh,Kanpur,2018,3,7.15,21.86,60.81
Uttar Pradesh,Kanpur,2018,4,30.43,38.12,46.87
Uttar Pradesh,Kanpur,2018,5,37.29,31.44,40.39
Uttar Pradesh,Kanpur,2018,6,271.08,38.73,63.1
Uttar Pradesh,Kanpur,2018,7,104.14,27.57,42.56
Uttar Pradesh,Kanpur,2018,8,126.99,20.73,47.02
Uttar Pradesh,Kanpur,2018,9,126.46,32.93,77.54
Uttar Pradesh,Kanpur,2018,10,50.17,24.19,51.06
Uttar Pradesh,Kanpur,2018,11,22.26,21.65,51.17
Uttar Pradesh,Kanpur,2018,12,54.81,21.81,43.02
Uttar Pradesh,Kanpur,2019,1,36.42,12.01,60.73
Uttar Pradesh,Kanpur,2019,2,31.95,20.81,57.78
Uttar Pradesh,Kanpur,2019,3,21.66,26.06,63.63
Uttar Pradesh,Kanpur,2019,4,38.48,41.21,55.93
Uttar Pradesh,Kanpur,2019,5,24.22,38.06,73.72
Uttar Pradesh,Kanpur,2019,6,250.33,35.33,58.35
Uttar Pradesh,Kanpur,2019,7,200.63,27.5,76.22
Uttar Pradesh,Kanpur,2019,8,141.38,29.0,56.54
Uttar Pradesh,Kanpur,2019,9,159.69,29.07,58.56
Uttar Pradesh,Kanpur,2019,10,36.32,25.6,54.15
Uttar Pradesh,Kanpur,2019,11,23.91,20.24,59.6
Uttar Pradesh,Kanpur,2019,12,54.69,13.91,78.93
Uttar Pradesh,Kanpur,2020,1,65.34,21.74,69.21
Uttar Pradesh,Kanpur,2020,2,12.08,15.18,40.74
Uttar Pradesh,Kanpur,2020,3,9.08,26.59,61.9
Uttar Pradesh,Kanpur,2020,4,18.65,34.51,79.71
Uttar Pradesh,Kanpur,2020,5,18.53,33.82,42.31
Uttar Pradesh,Kanpur,2020,6,289.55,40.56,81.52
Uttar Pradesh,Kanpur,2020,7,159.08,20.8,60.93
Uttar Pradesh,Kanpur,2020,8,177.31,29.8,59.5
Uttar Pradesh,Kanpur,2020,9,219.65,25.32,63.07
Uttar Pradesh,Kanpur,2020,10,43.4,34.01,79.09
Uttar Pradesh,Kanpur,2020,11,43.56,25.29,48.71
Uttar Pradesh,Kanpur,2020,12,74.54,14.16,84.64
Uttar Pradesh,Kanpur,2021,1,20.22,21.24,52.13
Uttar Pradesh,Kanpur,2021,2,0.99,14.84,63.45
Uttar Pradesh,Kanpur,2021,3,0.97,26.05,75.93
Uttar Pradesh,Kanpur,2021,4,18.41,36.7,52.82
Uttar Pradesh,Kanpur,2021,5,2.04,35.24,45.55
Uttar Pradesh,Kanpur,2021,6,187.68,34.83,74.36
Uttar Pradesh,Kanpur,2021,7,107.23,31.69,72.79
Uttar Pradesh,Kanpur,2021,8,213.27,21.01,83.57
Uttar Pradesh,Kanpur,2021,9,286.59,25.67,69.73
Uttar Pradesh,Kanpur,2021,10,40.79,30.84,52.02
Uttar Pradesh,Kanpur,2021,11,19.95,33.72,44.19
Uttar Pradesh,Kanpur,2021,12,36.87,17.13,41.89
Uttar Pradesh,Kanpur,2022,1,31.2,24.4,48.75
Uttar Pradesh,Kanpur,2022,2,22.77,17.43,77.17
Uttar Pradesh,Kanpur,2022,3,6.07,28.21,51.48
Uttar Pradesh,Kanpur,2022,4,36.64,28.01,42.98
Uttar Pradesh,Kanpur,2022,5,34.35,31.72,61.72
Uttar Pradesh,Kanpur,2022,6,113.22,34.56,84.15
Uttar Pradesh,Kanpur,2022,7,284.96,27.4,43.6
Uttar Pradesh,Kanpur,2022,8,191.92,33.49,67.76
Uttar Pradesh,Kanpur,2022,9,295.89,32.76,83.01
Uttar Pradesh,Kanpur,2022,10,28.07,28.38,80.01
Uttar Pradesh,Kanpur,2022,11,67.01,24.96,69.92
Uttar Pradesh,Kanpur,2022,12,46.87,20.68,77.59
Uttar Pradesh,Kanpur,2023,1,51.28,20.87,76.28
Uttar Pradesh,Kanpur,2023,2,31.13,15.19,76.67
Uttar Pradesh,Kanpur,2023,3,17.35,24.08,82.3
Uttar Pradesh,Kanpur,2023,4,12.02,41.62,84.61
Uttar Pradesh,Kanpur,2023,5,2.05,36.28,76.08
Uttar Pradesh,Kanpur,2023,6,151.53,39.54,64.98
Uttar Pradesh,Kanpur,2023,7,268.9,23.28,83.03
Uttar Pradesh,Kanpur,2023,8,192.87,22.3,44.44
Uttar Pradesh,Kanpur,2023,9,208.44,25.44,73.41
Uttar Pradesh,Kanpur,2023,10,39.35,24.97,43.65
Uttar Pradesh,Kanpur,2023,11,21.37,27.22,81.78
Uttar Pradesh,Kanpur,2023,12,14.64,16.08,80.02
Uttar Pradesh,Agra,2015,1,40.49,22.6,46.93
Uttar Pradesh,Agra,2015,2,18.93,12.4,82.19
Uttar Pradesh,Agra,2015,3,4.73,23.54,79.56
Uttar Pradesh,Agra,2015,4,19.67,41.42,66.48
Uttar Pradesh,Agra,2015,5,16.21,39.89,52.89
Uttar Pradesh,Agra,2015,6,222.11,30.31,47.16
Uttar Pradesh,Agra,2015,7,165.43,25.65,43.73
Uttar Pradesh,Agra,2015,8,116.42,31.94,40.38
Uttar Pradesh,Agra,2015,9,208.07,27.39,44.15
Uttar Pradesh,Agra,2015,10,77.9,32.12,69.16
Uttar Pradesh,Agra,2015,11,79.43,20.03,47.99
Uttar Pradesh,Agra,2015,12,19.34,24.79,56.5
Uttar Pradesh,Agra,2016,1,58.0,22.75,56.08
Uttar Pradesh,Agra,2016,2,22.88,12.53,80.18
Uttar Pradesh,Agra,2016,3,13.21,20.58,66.23
Uttar Pradesh,Agra,2016,4,39.53,36.6,76.96
Uttar Pradesh,Agra,2016,5,7.69,30.38,57.59
Uttar Pradesh,Agra,2016,6,298.7,29.51,66.7
Uttar Pradesh,Agra,2016,7,223.09,27.89,77.43
Uttar Pradesh,Agra,2016,8,156.89,20.97,67.28
Uttar Pradesh,Agra,2016,9,152.0,29.65,71.5
Uttar Pradesh,Agra,2016,10,16.73,29.1,71.01
Uttar Pradesh,Agra,2016,11,12.24,32.78,69.93
Uttar Pradesh,Agra,2016,12,58.64,22.53,56.14
Uttar Pradesh,Agra,2017,1,45.62,15.82,71.75
Uttar Pradesh,Agra,2017,2,16.04,22.49,50.58
Uttar Pradesh,Agra,2017,3,39.38,24.64,54.7
Uttar Pradesh,Agra,2017,4,9.63,30.08,46.98
Uttar Pradesh,Agra,2017,5,3.18,36.23,45.3
Uttar Pradesh,Agra,2017,6,121.53,34.28,46.72
Uttar Pradesh,Agra,2017,7,114.69,31.56,70.95
Uttar Pradesh,Agra,2017,8,215.85,30.78,59.59
Uttar Pradesh,Agra,2017,9,124.52,29.66,82.42
Uttar Pradesh,Agra,2017,10,48.65,28.82,82.18
Uttar Pradesh,Agra,2017,11,24.68,27.1,41.52
Uttar Pradesh,Agra,2017,12,20.96,14.49,42.97
Uttar Pradesh,Agra,2018,1,12.2,23.09,51.35
Uttar Pradesh,Agra,2018,2,7.46,18.47,69.62
Uttar Pradesh,Agra,2018,3,15.9,30.64,54.56
Uttar Pradesh,Agra,2018,4,5.32,32.58,83.5
Uttar Pradesh,Agra,2018,5,16.89,32.41,81.2
Uttar Pradesh,Agra,2018,6,213.31,37.8,40.33
Uttar Pradesh,Agra,2018,7,256.64,34.31,58.71
Uttar Pradesh,Agra,2018,8,197.38,34.83,46.67
Uttar Pradesh,Agra,2018,9,276.84,23.6,67.18
Uttar Pradesh,Agra,2018,10,76.99,33.61,72.44
Uttar Pradesh,Agra,2018,11,39.25,31.56,68.42
Uttar Pradesh,Agra,2018,12,59.8,22.4,56.79
Uttar Pradesh,Agra,2019,1,10.19,18.28,77.09
Uttar Pradesh,Agra,2019,2,20.04,14.74,54.96
Uttar Pradesh,Agra,2019,3,26.35,31.05,62.72
Uttar Pradesh,Agra,2019,4,21.23,40.45,84.71
Uttar Pradesh,Agra,2019,5,24.5,36.57,59.57
Uttar Pradesh,Agra,2019,6,289.96,39.2,60.47
Uttar Pradesh,Agra,2019,7,243.82,28.21,64.25
Uttar Pradesh,Agra,2019,8,251.15,20.67,54.97
Uttar Pradesh,Agra,2019,9,181.47,29.41,75.63
Uttar Pradesh,Agra,2019,10,43.22,33.17,81.81
Uttar Pradesh,Agra,2019,11,73.99,29.13,50.39
Uttar Pradesh,Agra,2019,12,32.06,19.68,60.22
Uttar Pradesh,Agra,2020,1,31.02,20.48,41.74
Uttar Pradesh,Agra,2020,2,9.18,23.76,51.44
Uttar Pradesh,Agra,2020,3,10.61,27.96,41.82
Uttar Pradesh,Agra,2020,4,38.08,34.29,57.86
Uttar Pradesh,Agra,2020,5,17.2,41.42,76.11
Uttar Pradesh,Agra,2020,6,154.73,39.4,64.59
Uttar Pradesh,Agra,2020,7,183.35,27.53,82.87
Uttar Pradesh,Agra,2020,8,258.93,29.6,53.78
Uttar Pradesh,Agra,2020,9,220.05,20.77,84.5
Uttar Pradesh,Agra,2020,10,24.94,29.92,52.94
Uttar Pradesh,Agra,2020,11,18.11,23.52,84.52
Uttar Pradesh,Agra,2020,12,49.25,16.27,64.53
Uttar Pradesh,Agra,2021,1,24.02,20.91,43.59
Uttar Pradesh,Agra,2021,2,25.87,24.31,40.93
Uttar Pradesh,Agra,2021,3,5.2,31.24,51.62
Uttar Pradesh,Agra,2021,4,26.3,37.41,58.7
Uttar Pradesh,Agra,2021,5,36.24,30.86,47.38
Uttar Pradesh,Agra,2021,6,119.52,41.04,53.93
Uttar Pradesh,Agra,2021,7,208.46,28.23,43.09
Uttar Pradesh,Agra,2021,8,296.56,33.1,78.39
Uttar Pradesh,Agra,2021,9,100.67,23.59,75.04
Uttar Pradesh,Agra,2021,10,65.61,34.17,83.43
Uttar Pradesh,Agra,2021,11,17.94,26.77,45.46
Uttar Pradesh,Agra,2021,12,63.62,22.13,60.94
Uttar Pradesh,Agra,2022,1,18.55,20.68,52.52
Uttar Pradesh,Agra,2022,2,3.33,22.26,55.9
Uttar Pradesh,Agra,2022,3,15.52,22.84,82.52
Uttar Pradesh,Agra,2022,4,29.01,40.75,67.92
Uttar Pradesh,Agra,2022,5,38.78,38.73,84.65
Uttar Pradesh,Agra,2022,6,132.46,32.79,63.49
Uttar Pradesh,Agra,2022,7,237.91,22.91,84.6
Uttar Pradesh,Agra,2022,8,251.46,25.27,55.31
Uttar Pradesh,Agra,2022,9,177.86,31.35,44.66
Uttar Pradesh,Agra,2022,10,45.87,32.18,49.56
Uttar Pradesh,Agra,2022,11,23.31,29.56,74.81
Uttar Pradesh,Agra,2022,12,62.34,12.87,84.69
Uttar Pradesh,Agra,2023,1,25.87,20.54,81.08
Uttar Pradesh,Agra,2023,2,19.78,22.02,57.43
Uttar Pradesh,Agra,2023,3,25.7,22.99,41.89
Uttar Pradesh,Agra,2023,4,18.12,28.05,55.99
Uttar Pradesh,Agra,2023,5,39.51,41.07,69.19
Uttar Pradesh,Agra,2023,6,183.11,39.73,83.63
Uttar Pradesh,Agra,2023,7,272.4,21.28,77.94
Uttar Pradesh,Agra,2023,8,218.93,28.42,45.24
Uttar Pradesh,Agra,2023,9,127.15,27.42,84.83
Uttar Pradesh,Agra,2023,10,60.81,25.11,68.12
Uttar Pradesh,Agra,2023,11,12.27,32.53,54.27
Uttar Pradesh,Agra,2023,12,31.84,22.69,53.21
Uttar Pradesh,Varanasi,2015,1,70.11,12.71,53.51
Uttar Pradesh,Varanasi,2015,2,38.56,13.78,51.62
Uttar Pradesh,Varanasi,2015,3,15.18,22.3,55.3
Uttar Pradesh,Varanasi,2015,4,16.48,29.04,63.89
Uttar Pradesh,Varanasi,2015,5,3.0,32.32,53.49
Uttar Pradesh,Varanasi,2015,6,104.55,41.74,54.75
Uttar Pradesh,Varanasi,2015,7,242.36,33.04,81.91
Uttar Pradesh,Varanasi,2015,8,220.58,32.77,56.31
Uttar Pradesh,Varanasi,2015,9,119.03,23.96,55.02
Uttar Pradesh,Varanasi,2015,10,72.19,22.74,49.55
Uttar Pradesh,Varanasi,2015,11,66.03,23.47,52.44
Uttar Pradesh,Varanasi,2015,12,68.9,19.15,64.36
Uttar Pradesh,Varanasi,2016,1,70.15,22.55,64.7
Uttar Pradesh,Varanasi,2016,2,23.09,20.98,53.37
Uttar Pradesh,Varanasi,2016,3,22.09,24.46,80.29
Uttar Pradesh,Varanasi,2016,4,30.09,28.57,81.35
Uttar Pradesh,Varanasi,2016,5,16.81,37.21,52.11
Uttar Pradesh,Varanasi,2016,6,110.41,28.96,82.7
Uttar Pradesh,Varanasi,2016,7,217.66,21.6,61.46
Uttar Pradesh,Varanasi,2016,8,193.84,25.42,64.39
Uttar Pradesh,Varanasi,2016,9,152.86,28.86,65.25
Uttar Pradesh,Varanasi,2016,10,65.59,21.23,47.58
Uttar Pradesh,Varanasi,2016,11,55.39,28.54,79.0
Uttar Pradesh,Varanasi,2016,12,54.16,12.22,49.83
Uttar Pradesh,Varanasi,2017,1,59.57,14.2,83.08
Uttar Pradesh,Varanasi,2017,2,34.55,18.63,84.53
Uttar Pradesh,Varanasi,2017,3,0.21,27.84,52.3
Uttar Pradesh,Varanasi,2017,4,31.79,38.87,48.44
Uttar Pradesh,Varanasi,2017,5,21.9,28.83,49.5
Uttar Pradesh,Varanasi,2017,6,233.38,30.69,63.75
Uttar Pradesh,Varanasi,2017,7,168.85,26.07,66.58
Uttar Pradesh,Varanasi,2017,8,282.15,24.31,51.21
Uttar Pradesh,Varanasi,2017,9,271.23,21.87,58.91
Uttar Pradesh,Varanasi,2017,10,55.38,27.47,84.0
Uttar Pradesh,Varanasi,2017,11,38.39,22.87,51.38
Uttar Pradesh,Varanasi,2017,12,18.97,14.4,68.84
Uttar Pradesh,Varanasi,2018,1,18.4,20.72,45.96
Uttar Pradesh,Varanasi,2018,2,1.61,24.98,73.52
Uttar Pradesh,Varanasi,2018,3,29.25,30.26,45.98
Uttar Pradesh,Varanasi,2018,4,8.73,41.43,65.86
Uttar Pradesh,Varanasi,2018,5,26.07,38.04,77.35
Uttar Pradesh,Varanasi,2018,6,102.75,29.5,49.29
Uttar Pradesh,Varanasi,2018,7,128.88,30.86,75.35
Uttar Pradesh,Varanasi,2018,8,273.76,24.88,58.5
Uttar Pradesh,Varanasi,2018,9,231.9,30.2,59.95
Uttar Pradesh,Varanasi,2018,10,24.11,29.53,49.31
Uttar Pradesh,Varanasi,2018,11,34.72,33.05,78.62
Uttar Pradesh,Varanasi,2018,12,56.36,18.37,82.71
Uttar Pradesh,Varanasi,2019,1,40.62,15.28,59.5
Uttar Pradesh,Varanasi,2019,2,6.34,22.16,77.52
Uttar Pradesh,Varanasi,2019,3,29.93,27.86,49.17
Uttar Pradesh,Varanasi,2019,4,4.42,32.02,52.76
Uttar Pradesh,Varanasi,2019,5,7.08,38.77,61.3
Uttar Pradesh,Varanasi,2019,6,252.53,28.91,60.45
Uttar Pradesh,Varanasi,2019,7,160.64,23.36,49.04
Uttar Pradesh,Varanasi,2019,8,272.77,32.59,83.36
Uttar Pradesh,Varanasi,2019,9,153.93,27.21,59.72
Uttar Pradesh,Varanasi,2019,10,19.34,31.72,69.03
Uttar Pradesh,Varanasi,2019,11,36.92,34.8,64.83
Uttar Pradesh,Varanasi,2019,12,54.93,13.88,52.05
Uttar Pradesh,Varanasi,2020,1,35.96,15.31,44.45
Uttar Pradesh,Varanasi,2020,2,34.48,18.71,53.96
Uttar Pradesh,Varanasi,2020,3,16.15,20.94,83.07
Uttar Pradesh,Varanasi,2020,4,4.28,40.58,51.34
Uttar Pradesh,Varanasi,2020,5,9.77,41.41,81.91
Uttar Pradesh,Varanasi,2020,6,271.17,36.04,81.6
Uttar Pradesh,Varanasi,2020,7,284.37,29.41,83.99
Uttar Pradesh,Varanasi,2020,8,100.67,34.38,54.73
Uttar Pradesh,Varanasi,2020,9,237.93,28.31,65.56
Uttar Pradesh,Varanasi,2020,10,10.1,22.9,44.88
Uttar Pradesh,Varanasi,2020,11,31.44,31.46,51.3
Uttar Pradesh,Varanasi,2020,12,66.32,19.62,68.3
Uttar Pradesh,Varanasi,2021,1,56.89,24.49,65.43
Uttar Pradesh,Varanasi,2021,2,14.28,16.94,68.11
Uttar Pradesh,Varanasi,2021,3,35.61,24.87,78.6
Uttar Pradesh,Varanasi,2021,4,14.28,38.62,63.96
Uttar Pradesh,Varanasi,2021,5,19.73,34.03,65.31
Uttar Pradesh,Varanasi,2021,6,237.95,29.44,80.32
Uttar Pradesh,Varanasi,2021,7,146.26,33.0,49.22
Uttar Pradesh,Varanasi,2021,8,182.47,34.94,43.27
Uttar Pradesh,Varanasi,2021,9,236.19,34.64,59.86
Uttar Pradesh,Varanasi,2021,10,19.5,31.07,49.83
Uttar Pradesh,Varanasi,2021,11,16.78,23.85,81.32
Uttar Pradesh,Varanasi,2021,12,38.64,24.89,68.94
Uttar Pradesh,Varanasi,2022,1,72.29,23.61,44.21
Uttar Pradesh,Varanasi,2022,2,36.94,19.95,44.21
Uttar Pradesh,Varanasi,2022,3,10.01,28.97,73.59
Uttar Pradesh,Varanasi,2022,4,37.53,31.38,61.42
Uttar Pradesh,Varanasi,2022,5,11.08,30.34,74.08
Uttar Pradesh,Varanasi,2022,6,245.73,40.97,62.03
Uttar Pradesh,Varanasi,2022,7,298.45,31.94,79.94
Uttar Pradesh,Varanasi,2022,8,120.02,27.56,50.32
Uttar Pradesh,Varanasi,2022,9,215.13,20.0,71.34
Uttar Pradesh,Varanasi,2022,10,75.43,31.3,65.03
Uttar Pradesh,Varanasi,2022,11,21.5,31.08,84.13
Uttar Pradesh,Varanasi,2022,12,50.02,20.67,48.66
Uttar Pradesh,Varanasi,2023,1,67.56,15.04,42.03
Uttar Pradesh,Varanasi,2023,2,7.18,22.75,48.89
Uttar Pradesh,Varanasi,2023,3,11.8,20.92,60.23
Uttar Pradesh,Varanasi,2023,4,24.75,28.44,72.66
Uttar Pradesh,Varanasi,2023,5,28.96,33.13,74.05
Uttar Pradesh,Varanasi,2023,6,252.22,39.69,59.43
Uttar Pradesh,Varanasi,2023,7,237.58,32.5,47.16
Uttar Pradesh,Varanasi,2023,8,175.62,22.57,41.58
Uttar Pradesh,Varanasi,2023,9,135.02,32.64,58.92
Uttar Pradesh,Varanasi,2023,10,15.94,22.36,43.29
Uttar Pradesh,Varanasi,2023,11,39.05,26.52,71.49
Uttar Pradesh,Varanasi,2023,12,21.63,21.28,72.12
Maharashtra,Pune,2015,1,71.87,18.9,80.54
Maharashtra,Pune,2015,2,23.67,24.5,66.35
Maharashtra,Pune,2015,3,13.2,26.8,77.29
Maharashtra,Pune,2015,4,23.77,37.25,49.7
Maharashtra,Pune,2015,5,17.96,30.41,77.65
Maharashtra,Pune,2015,6,189.02,32.42,67.28
Maharashtra,Pune,2015,7,285.24,31.97,77.6
Maharashtra,Pune,2015,8,139.25,24.43,74.77
Maharashtra,Pune,2015,9,192.97,21.37,66.16
Maharashtra,Pune,2015,10,65.76,21.9,42.42
Maharashtra,Pune,2015,11,61.59,28.0,78.57
Maharashtra,Pune,2015,12,49.2,17.13,69.23
Maharashtra,Pune,2016,1,59.87,22.62,42.38
Maharashtra,Pune,2016,2,7.19,23.39,75.95
Maharashtra,Pune,2016,3,9.62,20.76,78.62
Maharashtra,Pune,2016,4,21.75,29.04,64.26
Maharashtra,Pune,2016,5,3.34,35.35,44.21
Maharashtra,Pune,2016,6,152.23,35.68,77.26
Maharashtra,Pune,2016,7,108.8,27.36,77.71
Maharashtra,Pune,2016,8,127.94,31.85,71.44
Maharashtra,Pune,2016,9,117.88,22.22,59.91
Maharashtra,Pune,2016,10,39.55,29.51,43.61
Maharashtra,Pune,2016,11,63.21,26.91,70.66
Maharashtra,Pune,2016,12,79.49,16.39,41.49
Maharashtra,Pune,2017,1,10.81,12.36,69.92
Maharashtra,Pune,2017,2,0.97,22.52,41.37
Maharashtra,Pune,2017,3,12.9,31.36,76.36
Maharashtra,Pune,2017,4,23.43,29.16,48.57
Maharashtra,Pune,2017,5,38.12,29.38,75.26
Maharashtra,Pune,2017,6,207.81,33.2,75.44
Maharashtra,Pune,2017,7,249.69,29.07,72.37
Maharashtra,Pune,2017,8,297.68,24.69,70.25
Maharashtra,Pune,2017,9,258.94,27.56,53.04
Maharashtra,Pune,2017,10,30.45,22.39,64.56
Maharashtra,Pune,2017,11,20.36,30.02,64.3
Maharashtra,Pune,2017,12,30.1,18.79,74.56
Maharashtra,Pune,2018,1,20.54,22.72,53.0
Maharashtra,Pune,2018,2,24.87,12.55,57.08
Maharashtra,Pune,2018,3,1.62,26.52,41.18
Maharashtra,Pune,2018,4,23.97,28.04,51.76
Maharashtra,Pune,2018,5,9.82,32.83,55.37
Maharashtra,Pune,2018,6,172.29,35.22,63.85
Maharashtra,Pune,2018,7,181.04,28.45,50.61
Maharashtra,Pune,2018,8,129.85,24.04,50.25
Maharashtra,Pune,2018,9,164.33,29.92,56.48
Maharashtra,Pune,2018,10,67.51,31.78,56.89
Maharashtra,Pune,2018,11,12.93,30.71,68.13
Maharashtra,Pune,2018,12,13.71,14.7,58.46
Maharashtra,Pune,2019,1,69.92,19.26,67.81
Maharashtra,Pune,2019,2,31.46,12.22,68.1
Maharashtra,Pune,2019,3,25.45,34.08,81.61
Maharashtra,Pune,2019,4,7.39,28.9,52.05
Maharashtra,Pune,2019,5,1.88,29.71,57.63
Maharashtra,Pune,2019,6,266.98,29.74,65.01
Maharashtra,Pune,2019,7,205.86,20.07,68.15
Maharashtra,Pune,2019,8,151.73,32.85,47.99
Maharashtra,Pune,2019,9,289.69,27.48,81.89
Maharashtra,Pune,2019,10,46.1,25.67,74.37
Maharashtra,Pune,2019,11,46.98,20.96,52.05
Maharashtra,Pune,2019,12,20.84,12.85,71.35
Maharashtra,Pune,2020,1,53.34,15.84,47.69
Maharashtra,Pune,2020,2,22.86,20.7,72.87
Maharashtra,Pune,2020,3,16.31,22.38,50.92
Maharashtra,Pune,2020,4,16.79,38.04,56.57
Maharashtra,Pune,2020,5,29.01,35.4,49.62
Maharashtra,Pune,2020,6,161.92,38.9,43.7
Maharashtra,Pune,2020,7,274.69,32.33,53.12
Maharashtra,Pune,2020,8,296.44,25.85,55.96
Maharashtra,Pune,2020,9,250.06,31.36,78.98
Maharashtra,Pune,2020,10,12.96,26.05,50.31
Maharashtra,Pune,2020,11,57.3,25.1,70.74
Maharashtra,Pune,2020,12,30.57,24.47,81.01
Maharashtra,Pune,2021,1,11.63,13.1,56.98
Maharashtra,Pune,2021,2,16.45,15.64,53.08
Maharashtra,Pune,2021,3,23.03,32.22,62.73
Maharashtra,Pune,2021,4,36.72,38.81,72.89
Maharashtra,Pune,2021,5,14.73,35.79,62.54
Maharashtra,Pune,2021,6,135.69,41.75,54.92
Maharashtra,Pune,2021,7,294.5,26.99,77.43
Maharashtra,Pune,2021,8,112.31,30.32,41.69
Maharashtra,Pune,2021,9,237.37,20.86,78.38
Maharashtra,Pune,2021,10,26.72,33.75,49.4
Maharashtra,Pune,2021,11,63.55,25.33,77.28
Maharashtra,Pune,2021,12,28.04,16.1,71.9
Maharashtra,Pune,2022,1,37.63,14.88,46.36
Maharashtra,Pune,2022,2,4.09,13.23,66.99
Maharashtra,Pune,2022,3,21.05,30.82,75.43
Maharashtra,Pune,2022,4,21.78,36.49,48.94
Maharashtra,Pune,2022,5,23.73,36.83,48.91
Maharashtra,Pune,2022,6,143.36,33.67,54.54
Maharashtra,Pune,2022,7,145.14,33.24,78.47
Maharashtra,Pune,2022,8,244.67,34.34,81.32
Maharashtra,Pune,2022,9,222.38,27.57,74.13
Maharashtra,Pune,2022,10,32.92,25.84,60.78
Maharashtra,Pune,2022,11,45.05,26.11,64.86
Maharashtra,Pune,2022,12,70.48,23.59,40.48
Maharashtra,Pune,2023,1,22.94,22.66,84.88
Maharashtra,Pune,2023,2,1.18,13.39,75.04
Maharashtra,Pune,2023,3,4.48,21.92,66.87
Maharashtra,Pune,2023,4,36.97,31.42,56.98
Maharashtra,Pune,2023,5,18.89,37.84,51.87
Maharashtra,Pune,2023,6,156.73,41.71,45.39
Maharashtra,Pune,2023,7,244.96,26.23,40.14
Maharashtra,Pune,2023,8,224.21,23.21,56.56
Maharashtra,Pune,2023,9,258.42,22.01,42.61
Maharashtra,Pune,2023,10,31.79,21.06,45.54
Maharashtra,Pune,2023,11,46.82,31.58,52.91
Maharashtra,Pune,2023,12,47.75,14.94,57.87
Maharashtra,Nagpur,2015,1,43.41,22.89,66.4
Maharashtra,Nagpur,2015,2,30.26,17.29,47.68
Maharashtra,Nagpur,2015,3,28.92,34.12,67.3
Maharashtra,Nagpur,2015,4,20.23,29.03,60.31
Maharashtra,Nagpur,2015,5,13.41,33.86,44.15
Maharashtra,Nagpur,2015,6,286.76,37.74,78.58
Maharashtra,Nagpur,2015,7,158.79,27.8,58.33
Maharashtra,Nagpur,2015,8,249.43,32.44,68.37
Maharashtra,Nagpur,2015,9,255.6,25.06,62.16
Maharashtra,Nagpur,2015,10,37.68,26.53,75.58
Maharashtra,Nagpur,2015,11,13.25,30.41,45.24
Maharashtra,Nagpur,2015,12,19.02,22.14,40.81
Maharashtra,Nagpur,2016,1,12.95,14.51,84.56
Maharashtra,Nagpur,2016,2,20.81,14.64,57.58
Maharashtra,Nagpur,2016,3,35.38,21.33,79.21
Maharashtra,Nagpur,2016,4,1.09,30.16,60.5
Maharashtra,Nagpur,2016,5,12.82,38.43,44.5
Maharashtra,Nagpur,2016,6,135.1,31.06,80.39
Maharashtra,Nagpur,2016,7,171.16,32.26,62.91
Maharashtra,Nagpur,2016,8,136.68,28.58,61.84
Maharashtra,Nagpur,2016,9,269.49,26.37,65.26
Maharashtra,Nagpur,2016,10,73.17,29.32,84.28
Maharashtra,Nagpur,2016,11,68.2,24.36,83.34
Maharashtra,Nagpur,2016,12,18.11,15.95,64.95
Maharashtra,Nagpur,2017,1,65.57,24.81,75.11
Maharashtra,Nagpur,2017,2,13.7,15.09,78.83
