State,District,Year,Season,Crop,Yield_per_Hectare,Area_Hectares,Production_Tonnes
Maharashtra,Aurangabad,2019,Zaid,Sugarcane,97.65,149.53,445456.17
Maharashtra,Aurangabad,2020,Kharif,Rice,7.19,2361.09,28046.23
Maharashtra,Aurangabad,2020,Kharif,Cotton,2.8,3688.96,3392.44
Maharashtra,Aurangabad,2020,Kharif,Sugarcane,65.78,818.53,54435.57
Maharashtra,Aurangabad,2020,Kharif,Maize,6.11,1903.67,4355.21
Maharashtra,Aurangabad,2020,Kharif,Soybean,2.32,3824.28,6764.77
Maharashtra,Aurangabad,2020,Rabi,Wheat,4.53,4012.91,19105.0
Maharashtra,Aurangabad,2020,Rabi,Barley,3.95,4628.33,8287.17
Maharashtra,Aurangabad,2020,Rabi,Mustard,1.96,2513.58,2405.65
Maharashtra,Aurangabad,2020,Rabi,Gram,1.7,2710.67,3132.72
Maharashtra,Aurangabad,2020,Rabi,Peas,2.82,3876.81,3469.24
Maharashtra,Aurangabad,2020,Zaid,Fodder,20.86,4288.82,24477.67
Maharashtra,Aurangabad,2020,Zaid,Vegetables,15.8,3779.48,17672.34
Maharashtra,Aurangabad,2020,Zaid,Watermelon,14.99,3615.56,62046.15
Maharashtra,Aurangabad,2020,Zaid,Cucumber,21.22,360.71,58600.41
Maharashtra,Aurangabad,2020,Zaid,Sugarcane,74.66,1117.32,349748.76
Maharashtra,Aurangabad,2021,Kharif,Rice,3.02,154.59,3225.41
Maharashtra,Aurangabad,2021,Kharif,Cotton,2.73,3445.72,8731.34
Maharashtra,Aurangabad,2021,Kharif,Sugarcane,109.44,1131.66,161595.46
Maharashtra,Aurangabad,2021,Kharif,Maize,5.79,504.2,10794.18
Maharashtra,Aurangabad,2021,Kharif,Soybean,2.39,4617.41,3387.77
Maharashtra,Aurangabad,2021,Rabi,Wheat,2.7,2666.45,9661.81
Maharashtra,Aurangabad,2021,Rabi,Barley,4.11,3466.71,2697.92
Maharashtra,Aurangabad,2021,Rabi,Mustard,2.53,1989.65,457.97
Maharashtra,Aurangabad,2021,Rabi,Gram,2.33,1549.38,9889.47
Maharashtra,Aurangabad,2021,Rabi,Peas,2.05,4176.79,1648.29
Maharashtra,Aurangabad,2021,Zaid,Fodder,24.58,2742.96,29245.5
Maharashtra,Aurangabad,2021,Zaid,Vegetables,14.74,1517.89,24814.8
Maharashtra,Aurangabad,2021,Zaid,Watermelon,26.77,2306.48,87621.47
Maharashtra,Aurangabad,2021,Zaid,Cucumber,23.24,2659.73,43615.48
Maharashtra,Aurangabad,2021,Zaid,Sugarcane,82.04,750.65,407004.1
Maharashtra,Aurangabad,2022,Kharif,Rice,3.96,286.28,12109.6
Maharashtra,Aurangabad,2022,Kharif,Cotton,3.48,4577.16,11901.88
Maharashtra,Aurangabad,2022,Kharif,Sugarcane,75.65,1135.01,264580.73
Maharashtra,Aurangabad,2022,Kharif,Maize,2.49,3009.93,4810.44
Maharashtra,Aurangabad,2022,Kharif,Soybean,2.8,4823.36,11238.95
Maharashtra,Aurangabad,2022,Rabi,Wheat,6.04,3664.67,4386.5
Maharashtra,Aurangabad,2022,Rabi,Barley,1.95,4397.06,7236.07
Maharashtra,Aurangabad,2022,Rabi,Mustard,1.93,3860.32,4014.6
Maharashtra,Aurangabad,2022,Rabi,Gram,1.86,2521.64,4490.66
Maharashtra,Aurangabad,2022,Rabi,Peas,4.19,2927.33,11350.24
Maharashtra,Aurangabad,2022,Zaid,Fodder,20.64,1856.04,64339.64
Maharashtra,Aurangabad,2022,Zaid,Vegetables,16.21,2685.91,16332.48
Maharashtra,Aurangabad,2022,Zaid,Watermelon,14.37,927.59,8703.06
Maharashtra,Aurangabad,2022,Zaid,Cucumber,16.44,1285.87,56194.8
Maharashtra,Aurangabad,2022,Zaid,Sugarcane,81.09,4930.36,98643.25
Maharashtra,Aurangabad,2023,Kharif,Rice,5.25,4593.07,7966.75
Maharashtra,Aurangabad,2023,Kharif,Cotton,2.37,1669.89,8873.24
Maharashtra,Aurangabad,2023,Kharif,Sugarcane,81.6,3346.36,155300.43
Maharashtra,Aurangabad,2023,Kharif,Maize,2.48,2503.94,628.11
Maharashtra,Aurangabad,2023,Kharif,Soybean,1.87,176.93,1529.44
Maharashtra,Aurangabad,2023,Rabi,Wheat,5.44,1099.72,18427.36
Maharashtra,Aurangabad,2023,Rabi,Barley,2.93,921.95,10841.72
Maharashtra,Aurangabad,2023,Rabi,Mustard,1.94,3627.1,8049.72
Maharashtra,Aurangabad,2023,Rabi,Gram,1.18,1496.9,3040.66
Maharashtra,Aurangabad,2023,Rabi,Peas,1.75,4900.47,3834.84
Maharashtra,Aurangabad,2023,Zaid,Fodder,26.9,2943.28,7089.49
Maharashtra,Aurangabad,2023,Zaid,Vegetables,8.42,2210.88,30530.94
Maharashtra,Aurangabad,2023,Zaid,Watermelon,28.82,1118.58,124172.25
Maharashtra,Aurangabad,2023,Zaid,Cucumber,10.5,4627.48,24054.8
Maharashtra,Aurangabad,2023,Zaid,Sugarcane,130.74,3176.95,139730.39
Karnataka,Bangalore,2015,Kharif,Rice,4.0,1879.03,18821.14
Karnataka,Bangalore,2015,Kharif,Cotton,2.62,3995.3,10344.46
Karnataka,Bangalore,2015,Kharif,Sugarcane,69.24,1069.35,39739.95
Karnataka,Bangalore,2015,Kharif,Maize,6.34,3878.7,21037.37
Karnataka,Bangalore,2015,Kharif,Soybean,2.59,626.47,3885.85
Karnataka,Bangalore,2015,Rabi,Wheat,6.36,3607.28,13687.55
Karnataka,Bangalore,2015,Rabi,Barley,5.29,1349.21,13326.52
Karnataka,Bangalore,2015,Rabi,Mustard,1.68,1245.67,3804.83
Karnataka,Bangalore,2015,Rabi,Gram,1.15,3877.87,5148.38
Karnataka,Bangalore,2015,Rabi,Peas,2.44,4722.59,603.03
Karnataka,Bangalore,2015,Zaid,Fodder,20.81,4600.12,11043.7
Karnataka,Bangalore,2015,Zaid,Vegetables,11.54,4480.25,43003.74
Karnataka,Bangalore,2015,Zaid,Watermelon,21.08,4619.58,57872.68
Karnataka,Bangalore,2015,Zaid,Cucumber,12.41,1303.01,17300.89
Karnataka,Bangalore,2015,Zaid,Sugarcane,74.6,2589.75,233723.08
Karnataka,Bangalore,2016,Kharif,Rice,4.23,3759.84,1619.88
Karnataka,Bangalore,2016,Kharif,Cotton,2.39,2896.18,7173.65
Karnataka,Bangalore,2016,Kharif,Sugarcane,87.16,4030.85,415421.83
Karnataka,Bangalore,2016,Kharif,Maize,4.82,1561.03,21123.26
Karnataka,Bangalore,2016,Kharif,Soybean,2.06,3014.84,1989.34
Karnataka,Bangalore,2016,Rabi,Wheat,3.79,3461.54,7605.59
Karnataka,Bangalore,2016,Rabi,Barley,4.07,411.14,10791.81
Karnataka,Bangalore,2016,Rabi,Mustard,0.96,1620.67,3017.31
Karnataka,Bangalore,2016,Rabi,Gram,0.93,1568.31,3768.32
Karnataka,Bangalore,2016,Rabi,Peas,1.87,2262.35,4400.32
Karnataka,Bangalore,2016,Zaid,Fodder,31.17,3319.66,137722.2
Karnataka,Bangalore,2016,Zaid,Vegetables,12.37,667.38,21731.61
Karnataka,Bangalore,2016,Zaid,Watermelon,25.05,2915.31,86049.59
Karnataka,Bangalore,2016,Zaid,Cucumber,23.67,2801.12,49776.45
Karnataka,Bangalore,2016,Zaid,Sugarcane,113.22,443.64,323673.94
Karnataka,Bangalore,2017,Kharif,Rice,3.67,4159.88,2570.27
Karnataka,Bangalore,2017,Kharif,Cotton,2.54,1161.71,1885.55
Karnataka,Bangalore,2017,Kharif,Sugarcane,104.56,3341.39,11106.19
Karnataka,Bangalore,2017,Kharif,Maize,7.14,1646.7,725.42
Karnataka,Bangalore,2017,Kharif,Soybean,2.55,1759.81,10926.6
Karnataka,Bangalore,2017,Rabi,Wheat,3.49,619.05,15350.82
Karnataka,Bangalore,2017,Rabi,Barley,1.68,1542.09,3088.71
Karnataka,Bangalore,2017,Rabi,Mustard,2.17,553.95,4203.06
Karnataka,Bangalore,2017,Rabi,Gram,1.01,3304.97,547.83
Karnataka,Bangalore,2017,Rabi,Peas,2.27,2934.15,2335.04
Karnataka,Bangalore,2017,Zaid,Fodder,26.95,1931.02,118528.86
Karnataka,Bangalore,2017,Zaid,Vegetables,14.33,3392.03,53389.41
Karnataka,Bangalore,2017,Zaid,Watermelon,27.21,2924.3,73688.81
Karnataka,Bangalore,2017,Zaid,Cucumber,10.54,3335.3,5019.21
Karnataka,Bangalore,2017,Zaid,Sugarcane,42.74,1624.83,202807.99
Karnataka,Bangalore,2018,Kharif,Rice,4.02,898.39,16866.99
Karnataka,Bangalore,2018,Kharif,Cotton,4.24,3605.4,16673.22
Karnataka,Bangalore,2018,Kharif,Sugarcane,106.78,2502.94,487752.21
Karnataka,Bangalore,2018,Kharif,Maize,3.34,853.12,10018.52
Karnataka,Bangalore,2018,Kharif,Soybean,1.32,3835.79,1932.9
Karnataka,Bangalore,2018,Rabi,Wheat,5.11,306.25,22326.54
Karnataka,Bangalore,2018,Rabi,Barley,4.92,302.61,1748.34
Karnataka,Bangalore,2018,Rabi,Mustard,2.06,4376.63,943.23
Karnataka,Bangalore,2018,Rabi,Gram,2.1,2658.54,3790.52
Karnataka,Bangalore,2018,Rabi,Peas,1.8,2750.42,3605.05
Karnataka,Bangalore,2018,Zaid,Fodder,19.08,4491.85,93692.02
Karnataka,Bangalore,2018,Zaid,Vegetables,27.44,3729.22,99669.74
Karnataka,Bangalore,2018,Zaid,Watermelon,29.62,4973.92,88870.8
Karnataka,Bangalore,2018,Zaid,Cucumber,25.27,2203.7,63248.68
Karnataka,Bangalore,2018,Zaid,Sugarcane,50.25,2816.4,16861.72
Karnataka,Bangalore,2019,Kharif,Rice,5.2,4506.17,17523.76
Karnataka,Bangalore,2019,Kharif,Cotton,2.33,3260.84,2858.87
Karnataka,Bangalore,2019,Kharif,Sugarcane,121.56,4638.21,128701.38
Karnataka,Bangalore,2019,Kharif,Maize,3.58,4386.6,9256.97
Karnataka,Bangalore,2019,Kharif,Soybean,2.65,764.72,5835.67
Karnataka,Bangalore,2019,Rabi,Wheat,2.55,1494.0,8526.41
Karnataka,Bangalore,2019,Rabi,Barley,3.62,3468.87,12782.54
Karnataka,Bangalore,2019,Rabi,Mustard,2.97,4244.51,13111.12
Karnataka,Bangalore,2019,Rabi,Gram,1.93,2896.53,4015.22
Karnataka,Bangalore,2019,Rabi,Peas,3.53,1860.62,6303.68
Karnataka,Bangalore,2019,Zaid,Fodder,13.17,339.87,15326.12
Karnataka,Bangalore,2019,Zaid,Vegetables,15.35,2084.25,22148.99
Karnataka,Bangalore,2019,Zaid,Watermelon,15.43,2828.31,2550.73
Karnataka,Bangalore,2019,Zaid,Cucumber,15.38,2094.64,4741.87
Karnataka,Bangalore,2019,Zaid,Sugarcane,68.91,3094.81,313154.46
Karnataka,Bangalore,2020,Kharif,Rice,4.17,2803.87,5241.96
Karnataka,Bangalore,2020,Kharif,Cotton,2.52,1474.4,11080.77
Karnataka,Bangalore,2020,Kharif,Sugarcane,58.23,2994.05,237377.03
Karnataka,Bangalore,2020,Kharif,Maize,8.02,4567.44,2167.51
Karnataka,Bangalore,2020,Kharif,Soybean,3.46,2337.99,6121.73
Karnataka,Bangalore,2020,Rabi,Wheat,4.42,3452.86,14242.44
Karnataka,Bangalore,2020,Rabi,Barley,3.9,3303.92,9689.9
Karnataka,Bangalore,2020,Rabi,Mustard,1.56,483.05,1252.65
Karnataka,Bangalore,2020,Rabi,Gram,1.18,3139.46,2750.26
Karnataka,Bangalore,2020,Rabi,Peas,3.79,4547.74,3706.46
Karnataka,Bangalore,2020,Zaid,Fodder,35.31,3172.79,53293.59
Karnataka,Bangalore,2020,Zaid,Vegetables,13.93,519.32,42377.0
Karnataka,Bangalore,2020,Zaid,Watermelon,13.24,2014.66,56913.72
Karnataka,Bangalore,2020,Zaid,Cucumber,10.52,4904.01,21714.4
Karnataka,Bangalore,2020,Zaid,Sugarcane,77.24,3589.78,344623.11
Karnataka,Bangalore,2021,Kharif,Rice,4.7,760.28,18498.94
Karnataka,Bangalore,2021,Kharif,Cotton,2.68,4052.53,12843.92
Karnataka,Bangalore,2021,Kharif,Sugarcane,75.19,1996.04,290724.68
Karnataka,Bangalore,2021,Kharif,Maize,5.48,3863.17,8829.8
Karnataka,Bangalore,2021,Kharif,Soybean,2.07,4712.02,9091.83
Karnataka,Bangalore,2021,Rabi,Wheat,5.2,3951.89,11047.39
Karnataka,Bangalore,2021,Rabi,Barley,2.81,1910.93,2448.38
Karnataka,Bangalore,2021,Rabi,Mustard,1.74,3450.7,555.08
Karnataka,Bangalore,2021,Rabi,Gram,0.82,4680.31,3885.36
Karnataka,Bangalore,2021,Rabi,Peas,2.23,822.84,1840.81
Karnataka,Bangalore,2021,Zaid,Fodder,15.28,841.72,63486.73
Karnataka,Bangalore,2021,Zaid,Vegetables,10.54,2652.89,39542.39
Karnataka,Bangalore,2021,Zaid,Watermelon,22.94,3041.0,101036.49
Karnataka,Bangalore,2021,Zaid,Cucumber,11.8,4783.37,4451.34
Karnataka,Bangalore,2021,Zaid,Sugarcane,74.98,1863.9,276494.72
Karnataka,Bangalore,2022,Kharif,Rice,2.8,529.52,10126.93
Karnataka,Bangalore,2022,Kharif,Cotton,2.8,2127.17,4802.52
Karnataka,Bangalore,2022,Kharif,Sugarcane,126.37,1511.96,105156.23
Karnataka,Bangalore,2022,Kharif,Maize,4.25,3584.43,563.62
Karnataka,Bangalore,2022,Kharif,Soybean,1.1,4403.09,1570.25
Karnataka,Bangalore,2022,Rabi,Wheat,4.22,3655.13,16802.1
Karnataka,Bangalore,2022,Rabi,Barley,3.01,4014.04,4451.03
Karnataka,Bangalore,2022,Rabi,Mustard,1.3,4638.57,3221.76
Karnataka,Bangalore,2022,Rabi,Gram,1.24,4021.76,1321.28
Karnataka,Bangalore,2022,Rabi,Peas,3.37,4188.92,10100.89
Karnataka,Bangalore,2022,Zaid,Fodder,28.82,1588.31,109678.48
Karnataka,Bangalore,2022,Zaid,Vegetables,7.41,4659.74,6091.89
Karnataka,Bangalore,2022,Zaid,Watermelon,13.6,4707.58,59054.86
Karnataka,Bangalore,2022,Zaid,Cucumber,21.03,2561.02,69398.53
Karnataka,Bangalore,2022,Zaid,Sugarcane,139.06,2877.62,116526.23
Karnataka,Bangalore,2023,Kharif,Rice,4.81,1784.64,11388.13
Karnataka,Bangalore,2023,Kharif,Cotton,4.21,2232.57,4901.05
Karnataka,Bangalore,2023,Kharif,Sugarcane,80.14,2313.13,118843.8
Karnataka,Bangalore,2023,Kharif,Maize,7.01,724.73,8025.86
Karnataka,Bangalore,2023,Kharif,Soybean,2.82,4756.72,2266.97
Karnataka,Bangalore,2023,Rabi,Wheat,6.93,4137.43,5751.88
Karnataka,Bangalore,2023,Rabi,Barley,3.19,728.48,5351.11
Karnataka,Bangalore,2023,Rabi,Mustard,1.1,2383.11,2957.25
Karnataka,Bangalore,2023,Rabi,Gram,1.28,223.69,417.82
Karnataka,Bangalore,2023,Rabi,Peas,1.87,1228.97,6934.25
Karnataka,Bangalore,2023,Zaid,Fodder,23.93,878.31,118121.16
Karnataka,Bangalore,2023,Zaid,Vegetables,15.25,1960.49,29836.75
Karnataka,Bangalore,2023,Zaid,Watermelon,9.94,2775.31,25121.45
Karnataka,Bangalore,2023,Zaid,Cucumber,15.48,2552.71,7543.99
Karnataka,Bangalore,2023,Zaid,Sugarcane,73.27,2415.93,81861.82
Karnataka,Mysore,2015,Kharif,Rice,6.25,3612.24,12562.01
Karnataka,Mysore,2015,Kharif,Cotton,2.17,1919.95,8183.57
Karnataka,Mysore,2015,Kharif,Sugarcane,52.98,3317.67,14244.29
Karnataka,Mysore,2015,Kharif,Maize,8.12,4708.78,11038.81
Karnataka,Mysore,2015,Kharif,Soybean,2.83,3214.29,1968.28
Karnataka,Mysore,2015,Rabi,Wheat,4.15,4617.68,7639.37
Karnataka,Mysore,2015,Rabi,Barley,4.24,1971.56,6784.69
Karnataka,Mysore,2015,Rabi,Mustard,1.83,4664.71,2096.65
Karnataka,Mysore,2015,Rabi,Gram,1.74,2446.24,7100.1
Karnataka,Mysore,2015,Rabi,Peas,2.82,1212.7,3638.4
Karnataka,Mysore,2015,Zaid,Fodder,21.53,2309.53,67782.42
Karnataka,Mysore,2015,Zaid,Vegetables,21.88,551.95,82588.45
Karnataka,Mysore,2015,Zaid,Watermelon,29.89,1582.47,46115.91
Karnataka,Mysore,2015,Zaid,Cucumber,17.16,3720.58,47349.48
Karnataka,Mysore,2015,Zaid,Sugarcane,83.87,2125.44,36670.48
Karnataka,Mysore,2016,Kharif,Rice,4.64,4205.56,11292.48
Karnataka,Mysore,2016,Kharif,Cotton,3.51,4980.28,14275.15
Karnataka,Mysore,2016,Kharif,Sugarcane,62.41,2994.74,158881.25
Karnataka,Mysore,2016,Kharif,Maize,4.16,4890.39,4896.42
Karnataka,Mysore,2016,Kharif,Soybean,1.85,2958.52,594.7
Karnataka,Mysore,2016,Rabi,Wheat,4.91,884.87,4972.84
Karnataka,Mysore,2016,Rabi,Barley,3.73,2828.06,17359.01
Karnataka,Mysore,2016,Rabi,Mustard,1.45,1113.02,980.52
Karnataka,Mysore,2016,Rabi,Gram,1.57,3715.24,7082.14
Karnataka,Mysore,2016,Rabi,Peas,1.88,2370.29,4418.47
Karnataka,Mysore,2016,Zaid,Fodder,29.4,131.25,5532.34
Karnataka,Mysore,2016,Zaid,Vegetables,14.05,4990.28,53902.72
Karnataka,Mysore,2016,Zaid,Watermelon,13.51,4838.2,26351.38
Karnataka,Mysore,2016,Zaid,Cucumber,14.83,4963.1,63440.93
Karnataka,Mysore,2016,Zaid,Sugarcane,86.04,3958.47,280550.62
Karnataka,Mysore,2017,Kharif,Rice,3.15,4646.86,13588.64
Karnataka,Mysore,2017,Kharif,Cotton,3.67,2732.21,9006.3
Karnataka,Mysore,2017,Kharif,Sugarcane,124.33,754.95,171697.55
Karnataka,Mysore,2017,Kharif,Maize,7.36,1068.05,1136.68
Karnataka,Mysore,2017,Kharif,Soybean,2.2,3254.85,11006.43
Karnataka,Mysore,2017,Rabi,Wheat,3.41,3826.4,15383.89
Karnataka,Mysore,2017,Rabi,Barley,3.84,259.06,5527.82
Karnataka,Mysore,2017,Rabi,Mustard,1.28,990.35,1714.02
Karnataka,Mysore,2017,Rabi,Gram,1.71,1766.25,6979.3
Karnataka,Mysore,2017,Rabi,Peas,2.62,2855.87,1707.45
Karnataka,Mysore,2017,Zaid,Fodder,22.51,4315.05,50007.18
Karnataka,Mysore,2017,Zaid,Vegetables,12.38,988.45,3001.49
Karnataka,Mysore,2017,Zaid,Watermelon,15.98,2830.92,8514.82
Karnataka,Mysore,2017,Zaid,Cucumber,13.58,2839.64,49646.87
Karnataka,Mysore,2017,Zaid,Sugarcane,68.07,3167.0,183266.84
Karnataka,Mysore,2018,Kharif,Rice,2.68,1756.45,4860.93
Karnataka,Mysore,2018,Kharif,Cotton,3.44,2807.18,10897.03
Karnataka,Mysore,2018,Kharif,Sugarcane,103.68,917.91,326703.04
Karnataka,Mysore,2018,Kharif,Maize,6.34,4614.84,7111.82
Karnataka,Mysore,2018,Kharif,Soybean,2.58,3477.8,4512.5
Karnataka,Mysore,2018,Rabi,Wheat,4.46,2359.96,11798.18
Karnataka,Mysore,2018,Rabi,Barley,2.93,1127.04,11627.78
Karnataka,Mysore,2018,Rabi,Mustard,1.35,3900.23,726.46
Karnataka,Mysore,2018,Rabi,Gram,1.23,2965.64,1444.7
Karnataka,Mysore,2018,Rabi,Peas,3.48,4803.67,11486.33
Karnataka,Mysore,2018,Zaid,Fodder,25.02,3954.45,107333.54
Karnataka,Mysore,2018,Zaid,Vegetables,11.99,163.63,48879.95
Karnataka,Mysore,2018,Zaid,Watermelon,20.99,4342.84,5508.49
Karnataka,Mysore,2018,Zaid,Cucumber,9.09,620.69,14632.65
Karnataka,Mysore,2018,Zaid,Sugarcane,104.41,998.8,112156.07
Karnataka,Mysore,2019,Kharif,Rice,6.38,865.79,2972.0
Karnataka,Mysore,2019,Kharif,Cotton,4.44,526.45,19254.55
Karnataka,Mysore,2019,Kharif,Sugarcane,85.64,4021.12,169912.05
Karnataka,Mysore,2019,Kharif,Maize,8.47,4145.04,30077.16
Karnataka,Mysore,2019,Kharif,Soybean,1.5,4905.77,4976.61
Karnataka,Mysore,2019,Rabi,Wheat,3.57,4908.08,8782.06
Karnataka,Mysore,2019,Rabi,Barley,4.17,1968.96,12938.68
Karnataka,Mysore,2019,Rabi,Mustard,1.82,1232.72,4204.11
Karnataka,Mysore,2019,Rabi,Gram,2.28,2032.58,730.8
Karnataka,Mysore,2019,Rabi,Peas,1.56,987.9,2498.85
Karnataka,Mysore,2019,Zaid,Fodder,20.92,2593.69,41760.92
Karnataka,Mysore,2019,Zaid,Vegetables,22.7,4489.45,103641.14
Karnataka,Mysore,2019,Zaid,Watermelon,22.74,3356.41,86156.86
Karnataka,Mysore,2019,Zaid,Cucumber,17.95,2275.26,18983.5
Karnataka,Mysore,2019,Zaid,Sugarcane,105.39,134.85,70249.85
Karnataka,Mysore,2020,Kharif,Rice,4.25,569.79,20534.82
Karnataka,Mysore,2020,Kharif,Cotton,2.82,4061.03,10362.96
Karnataka,Mysore,2020,Kharif,Sugarcane,78.01,4835.42,169875.39
Karnataka,Mysore,2020,Kharif,Maize,4.73,3470.51,20558.29
Karnataka,Mysore,2020,Kharif,Soybean,2.65,407.9,12295.6
Karnataka,Mysore,2020,Rabi,Wheat,5.06,2423.99,23845.38
Karnataka,Mysore,2020,Rabi,Barley,4.2,2446.36,17506.22
Karnataka,Mysore,2020,Rabi,Mustard,2.51,4163.46,11925.53
Karnataka,Mysore,2020,Rabi,Gram,2.7,2112.54,3859.42
Karnataka,Mysore,2020,Rabi,Peas,2.12,1083.75,5290.73
Karnataka,Mysore,2020,Zaid,Fodder,34.8,4436.6,133981.13
Karnataka,Mysore,2020,Zaid,Vegetables,13.07,4372.2,18204.92
Karnataka,Mysore,2020,Zaid,Watermelon,17.43,3732.94,34616.1
Karnataka,Mysore,2020,Zaid,Cucumber,13.77,1398.88,31235.54
Karnataka,Mysore,2020,Zaid,Sugarcane,59.01,3178.95,219390.25
Karnataka,Mysore,2021,Kharif,Rice,3.48,1338.43,5796.36
Karnataka,Mysore,2021,Kharif,Cotton,2.04,1340.62,7960.65
Karnataka,Mysore,2021,Kharif,Sugarcane,74.26,3042.53,9449.66
Karnataka,Mysore,2021,Kharif,Maize,7.34,3765.38,22705.91
Karnataka,Mysore,2021,Kharif,Soybean,1.61,3156.34,2784.31
Karnataka,Mysore,2021,Rabi,Wheat,2.79,4092.23,4101.11
Karnataka,Mysore,2021,Rabi,Barley,3.0,4842.4,8012.97
Karnataka,Mysore,2021,Rabi,Mustard,1.59,1073.74,4322.25
Karnataka,Mysore,2021,Rabi,Gram,2.2,1014.0,6752.5
Karnataka,Mysore,2021,Rabi,Peas,2.19,1584.42,8181.66
Karnataka,Mysore,2021,Zaid,Fodder,19.84,4075.97,4821.01
Karnataka,Mysore,2021,Zaid,Vegetables,9.71,4841.19,42626.12
Karnataka,Mysore,2021,Zaid,Watermelon,9.51,4411.56,11130.95
Karnataka,Mysore,2021,Zaid,Cucumber,22.17,4208.31,36359.46
Karnataka,Mysore,2021,Zaid,Sugarcane,71.72,791.65,134021.39
Karnataka,Mysore,2022,Kharif,Rice,3.49,3195.03,7733.54
Karnataka,Mysore,2022,Kharif,Cotton,2.0,2033.38,2953.56
Karnataka,Mysore,2022,Kharif,Sugarcane,95.47,4989.24,455785.28
Karnataka,Mysore,2022,Kharif,Maize,4.77,282.98,5578.79
Karnataka,Mysore,2022,Kharif,Soybean,2.48,2479.89,10238.43
Karnataka,Mysore,2022,Rabi,Wheat,4.67,646.15,14064.62
Karnataka,Mysore,2022,Rabi,Barley,4.45,3813.74,6633.33
Karnataka,Mysore,2022,Rabi,Mustard,1.63,535.06,1590.75
Karnataka,Mysore,2022,Rabi,Gram,1.08,4040.55,690.71
Karnataka,Mysore,2022,Rabi,Peas,3.15,2019.53,15378.62
Karnataka,Mysore,2022,Zaid,Fodder,24.88,2431.31,79754.65
Karnataka,Mysore,2022,Zaid,Vegetables,9.35,1256.69,39182.03
Karnataka,Mysore,2022,Zaid,Watermelon,16.9,1153.32,28300.03
Karnataka,Mysore,2022,Zaid,Cucumber,18.77,3558.49,45395.78
Karnataka,Mysore,2022,Zaid,Sugarcane,115.72,212.34,470065.54
Karnataka,Mysore,2023,Kharif,Rice,4.47,3242.5,4468.85
Karnataka,Mysore,2023,Kharif,Cotton,2.17,242.07,4505.94
Karnataka,Mysore,2023,Kharif,Sugarcane,82.55,3805.46,32710.84
Karnataka,Mysore,2023,Kharif,Maize,4.14,3528.03,14203.96
Karnataka,Mysore,2023,Kharif,Soybean,1.17,993.43,5198.84
Karnataka,Mysore,2023,Rabi,Wheat,3.15,1170.26,2007.34
Karnataka,Mysore,2023,Rabi,Barley,2.41,1883.19,7860.67
Karnataka,Mysore,2023,Rabi,Mustard,1.57,3393.64,5523.7
Karnataka,Mysore,2023,Rabi,Gram,2.68,1317.46,5670.22
Karnataka,Mysore,2023,Rabi,Peas,1.87,4591.67,4814.98
Karnataka,Mysore,2023,Zaid,Fodder,34.36,424.08,10991.07
Karnataka,Mysore,2023,Zaid,Vegetables,20.4,3241.78,13948.67
Karnataka,Mysore,2023,Zaid,Watermelon,11.99,300.06,3303.71
Karnataka,Mysore,2023,Zaid,Cucumber,12.72,2735.43,41517.37
Karnataka,Mysore,2023,Zaid,Sugarcane,98.46,2610.22,104536.22
Karnataka,Belgaum,2015,Kharif,Rice,2.17,4222.98,3947.87
Karnataka,Belgaum,2015,Kharif,Cotton,2.91,1709.96,4347.14
Karnataka,Belgaum,2015,Kharif,Sugarcane,122.94,4400.44,385893.13
Karnataka,Belgaum,2015,Kharif,Maize,5.44,3110.26,5587.42
Karnataka,Belgaum,2015,Kharif,Soybean,3.3,4113.92,4286.03
Karnataka,Belgaum,2015,Rabi,Wheat,4.72,4931.54,6156.22
Karnataka,Belgaum,2015,Rabi,Barley,4.18,3746.61,7090.46
Karnataka,Belgaum,2015,Rabi,Mustard,2.32,4746.01,11520.37
Karnataka,Belgaum,2015,Rabi,Gram,2.11,3329.05,9511.09
Karnataka,Belgaum,2015,Rabi,Peas,3.99,217.38,19875.53
Karnataka,Belgaum,2015,Zaid,Fodder,24.8,3169.03,47653.74
Karnataka,Belgaum,2015,Zaid,Vegetables,9.12,1777.16,19831.68
Karnataka,Belgaum,2015,Zaid,Watermelon,17.03,3741.76,14966.69
Karnataka,Belgaum,2015,Zaid,Cucumber,21.79,4504.77,66990.28
Karnataka,Belgaum,2015,Zaid,Sugarcane,102.93,1967.38,120721.55
Karnataka,Belgaum,2016,Kharif,Rice,7.56,909.15,9869.86
Karnataka,Belgaum,2016,Kharif,Cotton,3.61,1397.21,417.66
Karnataka,Belgaum,2016,Kharif,Sugarcane,72.01,3249.07,48602.87
Karnataka,Belgaum,2016,Kharif,Maize,5.64,4223.78,22786.12
Karnataka,Belgaum,2016,Kharif,Soybean,2.29,900.43,1544.15
Karnataka,Belgaum,2016,Rabi,Wheat,6.19,1850.68,3450.68
Karnataka,Belgaum,2016,Rabi,Barley,3.98,207.76,2893.46
Karnataka,Belgaum,2016,Rabi,Mustard,1.42,786.15,412.53
Karnataka,Belgaum,2016,Rabi,Gram,2.66,4673.07,1913.92
Karnataka,Belgaum,2016,Rabi,Peas,3.16,4384.98,12424.72
Karnataka,Belgaum,2016,Zaid,Fodder,13.19,4841.75,60084.59
Karnataka,Belgaum,2016,Zaid,Vegetables,14.15,3573.2,16493.82
Karnataka,Belgaum,2016,Zaid,Watermelon,20.57,4140.32,62531.47
